Age,Employ_type,Education,Education_years,Marriage,Occupation,Relationship,Race,Gender,Capital-gain,Captial-loss,hours-per-week,Income
46, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50,0
39, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40,1
18, ?, 10th,6, Never-married, ?, Own-child, White, Male,0,0,40,0
29, Private, Some-college,10, Never-married, Sales, Own-child, Black, Male,0,0,80,0
39, Private, Some-college,10, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0,0,40,1
47, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,1
40, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50,1
43, State-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,1
32, Private, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40,0
31, Private, 10th,6, Divorced, Sales, Other-relative, White, Female,0,0,40,0
19, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,35,0
44, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,1
46, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40,1
53, Self-emp-not-inc, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50,1
43, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,0
41, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40,0
35, Private, HS-grad,9, Widowed, Other-service, Unmarried, Black, Male,0,0,40,0
48, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45,0
28, State-gov, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40,0
44, Private, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Female,0,0,32,0
20, ?, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40,0
51, Local-gov, Prof-school,15, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40,0
28, Private, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,50,0
36, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60,0
28, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35,0
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40,0
34, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,30,0
36, Local-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
25, ?, Assoc-acdm,12, Never-married, ?, Own-child, White, Female,0,0,80,0
31, Private, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43,0
44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60,0
49, Local-gov, 11th,7, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40,0
40, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
64, Federal-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40,1
54, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40,1
27, Private, Some-college,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,55,0
18, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20,0
68, Private, 9th,5, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,44,0
64, Private, Doctorate,16, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,80,1
36, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40,0
21, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,24,0
22, Private, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,30,0
61, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,0
24, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,10,0
49, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50,1
25, Private, Some-college,10, Separated, Priv-house-serv, Other-relative, White, Female,0,0,30,0
66, ?, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,0,0,40,0
29, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45,0
22, Private, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,40,0
57, Federal-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40,0
41, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,1741,40,0
29, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,1
20, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35,0
47, Private, Prof-school,15, Married-civ-spouse, Sales, Husband, White, Male,0,0,45,1
22, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55,0
59, Self-emp-inc, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50,1
42, State-gov, Masters,14, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40,1
64, Self-emp-not-inc, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35,0
29, Federal-gov, HS-grad,9, Married-spouse-absent, Other-service, Unmarried, Black, Male,0,0,40,0
25, State-gov, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20,0
62, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40,0
44, Private, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,10520,0,45,1
21, Private, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,40,0
60, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40,1
46, Private, 10th,6, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40,0
44, Federal-gov, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Male,0,2258,40,1
21, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,19,0
18, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,18,0
39, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,5013,0,32,0
33, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45,1
63, Private, 1st-4th,2, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40,0
52, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,52,1
17, Private, 9th,5, Never-married, Sales, Own-child, Black, Male,0,0,22,0
45, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1485,50,1
31, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40,0
35, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,0
31, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,1
51, State-gov, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40,0
48, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60,0
28, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40,0
42, Federal-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,0
38, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40,0
43, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,1
30, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40,0
24, Private, 12th,8, Never-married, Sales, Other-relative, White, Male,0,0,55,0
46, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60,1
50, Private, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60,0
22, Private, HS-grad,9, Separated, Other-service, Other-relative, White, Male,0,0,35,0
18, State-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15,0
53, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45,1
40, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44,1
36, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35,0
32, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43,1
39, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,12,0
46, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40,0
26, Local-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,42,0
19, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,15,0
24, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40,0
28, Private, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,40,0
25, Local-gov, Masters,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,40,0
44, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,1
38, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
42, State-gov, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45,0
28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40,0
36, Private, Bachelors,13, Never-married, Exec-managerial, Other-relative, White, Male,0,0,50,0
47, Private, Bachelors,13, Never-married, Sales, Not-in-family, Black, Male,0,0,60,1
46, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3411,0,35,0
21, Local-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40,0
19, ?, HS-grad,9, Never-married, ?, Own-child, Black, Female,0,0,25,0
35, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45,0
26, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
21, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,30,0
67, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40,0
54, Private, HS-grad,9, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40,1
26, Private, Masters,14, Never-married, Tech-support, Other-relative, White, Male,0,0,25,0
51, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50,0
27, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45,0
27, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,1
39, Private, Some-college,10, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40,0
32, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,48,1
52, Private, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40,0
21, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40,0
27, Local-gov, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,38,0
46, Private, 7th-8th,4, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,45,0
42, Private, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30,0
79, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,20,1
50, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40,1
19, ?, HS-grad,9, Never-married, ?, Own-child, Black, Female,0,0,20,0
43, Federal-gov, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Male,2174,0,40,0
51, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60,0
45, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50,1
65, Private, HS-grad,9, Separated, Protective-serv, Not-in-family, White, Male,991,0,20,0
66, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,5,1
36, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99,0
26, Private, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, White, Female,0,0,36,0
28, Private, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,0,0,50,0
39, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45,1
43, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60,0
20, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40,0
29, Private, Some-college,10, Divorced, Tech-support, Unmarried, White, Male,0,0,40,0
32, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1848,50,1
44, Self-emp-not-inc, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,3325,0,40,0
18, ?, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,0,40,0
60, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40,0
34, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,1
60, Private, HS-grad,9, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,40,0
38, Private, 11th,7, Divorced, Sales, Unmarried, White, Female,0,0,40,0
29, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
41, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,1408,40,0
49, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40,0
37, Private, 5th-6th,3, Separated, Other-service, Unmarried, White, Female,0,0,40,0
37, Self-emp-not-inc, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,2559,60,1
43, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,38,1
41, Private, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,4650,0,55,0
37, Private, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,0,40,0
19, Private, 9th,5, Never-married, Craft-repair, Other-relative, White, Male,0,0,60,0
29, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35,0
40, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15,0
53, Private, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,1
27, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55,0
44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50,1
29, Private, Assoc-acdm,12, Divorced, Craft-repair, Unmarried, White, Female,0,0,38,0
25, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40,0
38, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55,0
48, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50,1
18, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,12,0
50, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,1408,50,0
37, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40,1
48, Private, Bachelors,13, Widowed, Other-service, Unmarried, White, Female,0,0,20,0
50, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,32,0
74, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,6767,0,6,0
24, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,30,0
34, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40,1
19, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40,0
39, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40,0
40, Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,40,0
30, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40,0
27, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40,0
23, ?, 9th,5, Divorced, ?, Not-in-family, White, Female,0,0,35,0
68, ?, 7th-8th,4, Widowed, ?, Not-in-family, White, Female,0,1668,40,0
46, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,1
24, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,50,0
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,20,0
50, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60,1
42, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
42, Private, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,0
37, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,3471,0,40,0
57, Private, Some-college,10, Widowed, Tech-support, Not-in-family, White, Female,0,0,16,0
27, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40,1
31, Private, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
34, Local-gov, Masters,14, Separated, Prof-specialty, Unmarried, White, Female,0,0,40,0
55, Self-emp-not-inc, HS-grad,9, Divorced, Other-service, Other-relative, White, Female,0,0,40,0
56, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
36, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1672,38,0
35, State-gov, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,40,0
63, ?, Masters,14, Never-married, ?, Not-in-family, White, Female,0,0,3,0
28, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50,0
38, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40,0
30, Self-emp-inc, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60,0
18, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20,0
35, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,1
53, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40,0
46, Private, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40,0
45, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,0
35, Private, 10th,6, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,60,0
41, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40,0
60, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,70,1
18, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,1602,15,0
19, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40,0
24, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1579,50,0
56, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40,1
28, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,70,0
29, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,32,0
35, Self-emp-not-inc, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40,0
27, ?, Some-college,10, Never-married, ?, Unmarried, White, Female,0,0,40,0
55, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,55,1
18, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,35,0
53, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40,0
26, Private, Masters,14, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20,0
55, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,1
45, Local-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,1
28, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40,0
32, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,1
27, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40,0
35, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40,0
36, Private, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,37,0
41, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45,1
23, Private, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,20,0
22, Private, 12th,8, Never-married, Transport-moving, Other-relative, White, Male,0,0,40,0
36, Self-emp-not-inc, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Male,25236,0,40,1
65, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,1
59, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,41,1
25, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40,0
33, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,40,1
31, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,0
50, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,1
49, State-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50,1
43, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40,0
23, Federal-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,40,0
34, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,3103,0,40,1
23, Private, Some-college,10, Divorced, Sales, Own-child, Black, Female,0,0,40,0
63, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
33, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40,0
51, Self-emp-inc, Bachelors,13, Divorced, Farming-fishing, Unmarried, White, Male,0,0,50,0
31, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45,0
32, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Own-child, White, Female,2597,0,40,0
48, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40,1
31, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,36,0
47, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,1
54, State-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40,1
23, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40,0
34, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,1
46, Private, 11th,7, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,35,1
34, Private, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Male,0,0,50,1
31, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,50,0
41, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,0
41, ?, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,40,0
27, Self-emp-not-inc, Assoc-voc,11, Never-married, Prof-specialty, Other-relative, White, Male,0,0,30,0
30, ?, 11th,7, Never-married, ?, Own-child, Black, Female,0,0,40,0
23, Private, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40,0
24, Local-gov, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,20,0
59, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,0
56, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40,0
35, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40,0
59, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45,0
47, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,1
51, Self-emp-not-inc, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,44,0
42, Private, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45,0
29, Federal-gov, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,40,0
23, Private, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,45,0
43, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60,0
46, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,0
30, Private, Some-college,10, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40,0
23, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,20,0
29, State-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35,0
33, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45,0
33, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,2105,0,40,0
46, Local-gov, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45,0
35, Private, Some-college,10, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Female,0,0,40,0
36, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40,1
25, Private, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Female,0,0,37,0
35, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,0
30, Private, 7th-8th,4, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,42,0
39, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,84,1
37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55,0
22, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,42,0
25, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60,0
50, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, Black, Female,0,0,40,0
64, Federal-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45,1
33, Private, Assoc-voc,11, Separated, Prof-specialty, Not-in-family, White, Male,0,0,45,0
59, Self-emp-inc, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40,0
24, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40,0
41, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55,0
38, ?, 9th,5, Never-married, ?, Own-child, White, Female,0,0,12,0
60, Private, Bachelors,13, Divorced, Exec-managerial, Own-child, White, Male,0,0,60,0
19, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,30,0
23, Private, Some-college,10, Never-married, Craft-repair, Other-relative, White, Male,0,0,40,0
